D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1353	GetProdsAndFeaturesFromCtrlrsfFile(), file path = 'C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/controller.rsf'. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1397	GetProdsAndFeaturesFromCtrlrsfFile(), got 5 products. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1463	GetProdsAndFeaturesFromCtrlrsfFile(), got 24 features for product 'RobotControl'. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1463	GetProdsAndFeaturesFromCtrlrsfFile(), got 1 features for product 'RobotOS'. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1463	GetProdsAndFeaturesFromCtrlrsfFile(), got 1 features for product 'Robots'. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1463	GetProdsAndFeaturesFromCtrlrsfFile(), got 1 features for product 'ASI'. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 1463	GetProdsAndFeaturesFromCtrlrsfFile(), got 1 features for product 'Wizard'. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 850	[INFO] Update prodinfo.xml. 
D:\Agents\1\_work\548\s\DpUpdates\DpUpdates_i.cpp, 980	[INFO] File C:/Users/saral/OneDrive/Documents/RobotStudio/Virtual Controllers/VIRTUAL_CTRL_15000-100072/internal/prodinfo.xml has been created, status = 0. 
